Time,BTC,ETH,BCH,XMR,DASH,BTC_volume,ETH_volume,BCH_volume,XMR_volume,DASH_volume
01/17/21 04:00 PM,35756.52,1241.61,479.19,154.89,125.69,7308567.96295339,8477096.35482525,29858801.7200682,2299125.3936356,2728182.1982836
01/17/21 05:00 PM,35942.52,1239.34,479.17,155.11,124.66857673,4410889.82176536,6034087.41792044,17365644.1560426,4012590.9455455,468823.507072048
01/17/21 06:00 PM,35836.35,1232.36,481.62,155.21,122.61586901,5270712.1534624,2126819.71829026,4018726.57059374,10398900.566703,1455036.86029669
01/17/21 07:00 PM,35680,1226.76,478.6,155.8,122.39462952,4088398.77880202,2457637.63201069,20346410.6687642,8547295.6448868,1164388.8420455
01/17/21 08:00 PM,35651.24,1219.14,477.22,157.29,121.83339775,4172676.81320331,2086486.2216391,12298552.8561769,38443000.1207175,14117.8811278452
01/17/21 09:00 PM,36090,1238.19,482.66,162.49,122.23336511,13721258.1073797,6413510.68572614,26515842.799336,61877845.5283863,199145.253345902
01/17/21 10:00 PM,36546.14,1261.21,490.34,163.17,121.6434991,7123863.95395337,8212216.39255176,14560891.1859685,31121560.7935552,61667.6620920464
01/17/21 11:00 PM,36167.89,1246.74,484.86,162.55,123.52169987,9131742.40211819,4419688.52709052,28508648.748736,43153262.0722287,144748.48401888
01/18/21 12:00 AM,35826.36,1233.23,479.99,160.25,123.79082322,10722180.7514699,2434457.01957305,9949374.30722946,33142554.6606072,537869.547319996
01/18/21 01:00 AM,35962.98,1242.75,482.01,158.95,124.09914467,6655955.07232561,2189892.46500341,8126417.32081254,6137769.440586,1095604.98627382
01/18/21 02:00 AM,36144,1239.56,489.11,158.75,123.38505299,3520989.223272,3049320.62756404,7413522.8292,5548423.498348,671854.686535459
01/18/21 03:00 AM,35762.33,1221.03,479.12,156.54,123.88962078,11257931.0510295,6011228.66781423,43642248.735558,12049017.8852304,1383805.16216506
01/18/21 04:00 AM,35092.98,1193.43,472.74,154.57,126.6559593,5582059.73767754,3176195.98615175,8724134.49707292,6589160.1531792,5044250.4782343
01/18/21 05:00 AM,35116.68,1199.69,472.61,154.37,127.11180667,7219905.39213502,8297891.36064091,10122888.6492006,2321124.5287653,79617.8923199266
01/18/21 06:00 AM,35364.36,1207.6,475.91,155,126.57780572,8362351.3678818,14566534.0085047,21698835.7471902,2473364.372528,11991.2218470785
01/18/21 07:00 AM,35164.58,1195.81,471.91,153.4,126.18721672,13847567.5850803,3399820.76501571,18144303.6482041,17412628.7499633,1166858.29223527
01/18/21 08:00 AM,36101.18,1219.03,478.87,155.03,131.1,9297224.56178514,4355240.21606737,14173962.9977187,13502082.1599936,5715475.721844
